ID,SUPPLIER_BUSINESS_ID,CUSTOMER_BUSINESS_ID,SKU_ID,QUANTITY,ORIGIN_SITE_ID,DESTINATION_SITE_ID,OPERATION_ID,ORDER_DATE,SHIP_DATE,EXPECTED_DELIVERY_DATE,ACTUAL_DELIVERY_DATE,STATUS,DELAY_DAYS,SHIP_MONTH,SHIP_QUARTER,FISCAL_QUARTER,FISCAL_YEAR,IS_LATE
TSHP05454,B027,B028,SKU004,198,S027,S028,OP026,2024-09-25,2024-09-27,2024-09-29,2024-09-29,DELIVERED,0,9,3,Q3-2024,2024,0
TSHP05536,B006,B010,SKU004,247,S006,S010,OP030,2024-03-07,2024-03-10,2024-03-12,2024-03-16,DELAYED,4,3,1,Q1-2024,2024,1
TSHP05491,B016,B002,SKU007,54,S016,S002,OP003,2024-09-18,2024-09-19,2024-09-20,2024-09-27,DELAYED,7,9,3,Q3-2024,2024,1
TSHP02759,B027,B028,SKU004,152,S027,S028,OP026,2023-05-11,2023-05-12,2023-05-14,2023-05-22,DELAYED,8,5,2,Q2-2023,2023,1
TSHP04466,B007,B009,SKU005,65,S007,S009,OP033,2023-05-13,2023-05-14,2023-05-17,2023-05-16,DELIVERED,0,5,2,Q2-2023,2023,0
TSHP01959,B007,B009,SKU005,253,S007,S009,OP033,2022-06-11,2022-06-12,2022-06-15,2022-06-15,DELIVERED,0,6,2,Q2-2022,2022,0
TSHP01215,B027,B029,SKU004,261,S027,S029,OP027,2022-11-21,2022-11-23,2022-11-24,2022-11-24,DELIVERED,0,11,4,Q4-2022,2022,0
TSHP02107,B015,B001,SKU006,100,S015,S001,OP001,2022-08-20,2022-08-23,2022-08-25,2022-08-24,DELIVERED,0,8,3,Q3-2022,2022,0
TSHP03359,B022,B031,SKU005,126,S022,S031,OP039,2023-01-07,2023-01-10,2023-01-12,2023-01-11,DELIVERED,0,1,1,Q1-2023,2023,0
TSHP06477,B024,B022,SKU004,151,S024,S022,OP022,2024-09-24,2024-09-25,2024-09-27,2024-09-27,DELIVERED,0,9,3,Q3-2024,2024,0
TSHP01461,B016,B002,SKU007,63,S016,S002,OP003,2022-08-21,2022-08-22,2022-08-23,2022-08-22,DELIVERED,0,8,3,Q3-2022,2022,0
TSHP06674,B006,B011,SKU005,58,S006,S011,OP031,2024-10-27,2024-10-28,2024-10-31,2024-11-10,DELAYED,10,10,4,Q4-2024,2024,1
TSHP00625,B007,B008,SKU004,108,S007,S008,OP032,2022-06-02,2022-06-04,2022-06-08,2022-06-07,DELIVERED,0,6,2,Q2-2022,2022,0
TSHP05030,B026,B028,SKU005,190,S026,S028,OP024,2024-05-02,2024-05-05,2024-05-07,2024-05-06,DELIVERED,0,5,2,Q2-2024,2024,0
TSHP01905,B018,B020,SKU006,164,S018,S020,OP007,2022-09-11,2022-09-14,2022-09-16,2022-09-16,DELIVERED,0,9,3,Q3-2022,2022,0
TSHP07017,B022,B031,SKU004,123,S022,S031,OP039,2024-08-21,2024-08-23,2024-08-25,2024-08-25,DELIVERED,0,8,3,Q3-2024,2024,0
TSHP04714,B007,B010,SKU005,213,S007,S010,OP034,2023-07-28,2023-07-30,2023-08-01,2023-07-31,DELIVERED,0,7,3,Q3-2023,2023,0
TSHP00451,B012,B004,SKU001,169,S012,S004,OP012,2022-09-25,2022-09-26,2022-09-30,2022-09-29,DELIVERED,0,9,3,Q3-2022,2022,0
TSHP02339,B026,B028,SKU005,241,S026,S028,OP024,2022-09-22,2022-09-23,2022-09-25,2022-09-24,DELIVERED,0,9,3,Q3-2022,2022,0
TSHP03106,B019,B020,SKU007,257,S019,S020,OP008,2023-06-20,2023-06-22,2023-06-23,2023-06-23,DELIVERED,0,6,2,Q2-2023,2023,0
TSHP01558,B012,B004,SKU001,201,S012,S004,OP012,2022-08-04,2022-08-05,2022-08-09,2022-08-18,DELAYED,9,8,3,Q3-2022,2022,1
TSHP06433,B007,B011,SKU004,108,S007,S011,OP035,2024-06-20,2024-06-22,2024-06-23,2024-06-28,DELAYED,5,6,2,Q2-2024,2024,1
TSHP05984,B013,B004,SKU002,200,S013,S004,OP013,2024-06-15,2024-06-16,2024-06-19,2024-06-19,DELIVERED,0,6,2,Q2-2024,2024,0
TSHP00886,B022,B031,SKU005,158,S022,S031,OP039,2022-12-15,2022-12-18,2022-12-20,2022-12-19,DELIVERED,0,12,4,Q4-2022,2022,0
TSHP07347,B004,B006,SKU004,53,S004,S006,OP070,2024-01-27,2024-01-30,2024-02-06,2024-02-06,DELIVERED,0,1,1,Q1-2024,2024,0
TSHP00998,B006,B008,SKU004,225,S006,S008,OP028,2022-08-12,2022-08-15,2022-08-16,2022-08-16,DELIVERED,0,8,3,Q3-2022,2022,0
TSHP01814,B021,B031,SKU005,167,S021,S031,OP037,2022-06-12,2022-06-14,2022-06-17,2022-06-17,DELIVERED,0,6,2,Q2-2022,2022,0
TSHP04277,B015,B001,SKU006,270,S015,S001,OP001,2023-01-16,2023-01-17,2023-01-19,2023-01-19,DELIVERED,0,1,1,Q1-2023,2023,0
TSHP03600,B007,B008,SKU004,106,S007,S008,OP032,2023-04-10,2023-04-11,2023-04-15,2023-04-15,DELIVERED,0,4,2,Q2-2023,2023,0
TSHP02832,B007,B008,SKU005,170,S007,S008,OP032,2023-01-08,2023-01-11,2023-01-15,2023-01-23,DELAYED,8,1,1,Q1-2023,2023,1
TSHP05171,B005,B007,SKU004,55,S005,S007,OP020,2024-02-26,2024-02-29,2024-03-03,2024-03-02,DELIVERED,0,2,1,Q1-2024,2024,0
TSHP06123,B024,B021,SKU004,283,S024,S021,OP021,2024-04-16,2024-04-17,2024-04-19,2024-04-18,DELIVERED,0,4,2,Q2-2024,2024,0
TSHP02703,B023,B031,SKU004,51,S023,S031,OP041,2023-06-08,2023-06-10,2023-06-13,2023-06-23,DELAYED,10,6,2,Q2-2023,2023,1
TSHP04099,B018,B020,SKU006,256,S018,S020,OP007,2023-05-05,2023-05-08,2023-05-10,2023-05-16,DELAYED,6,5,2,Q2-2023,2023,1
TSHP04314,B015,B012,SKU006,240,S015,S012,OP002,2023-11-26,2023-11-28,2023-12-01,2023-12-01,DELIVERED,0,11,4,Q4-2023,2023,0
TSHP07101,B022,B012,SKU009,159,S022,S012,OP075,2024-03-30,2024-04-02,2024-04-11,2024-04-11,DELIVERED,0,4,2,Q1-2024,2024,0
TSHP04432,B004,B006,SKU004,247,S004,S006,OP070,2023-11-23,2023-11-26,2023-12-03,2023-12-02,DELIVERED,0,11,4,Q4-2023,2023,0
TSHP02422,B004,B020,SKU001,255,S004,S020,OP073,2022-07-17,2022-07-18,2022-07-26,2022-08-02,DELAYED,7,7,3,Q3-2022,2022,1
TSHP00330,B020,B024,SKU001,255,S020,S024,OP015,2022-12-11,2022-12-12,2022-12-14,2022-12-16,DELAYED,2,12,4,Q4-2022,2022,1
TSHP02562,B004,B020,SKU001,100,S004,S020,OP073,2023-02-16,2023-02-17,2023-02-25,2023-02-24,DELIVERED,0,2,1,Q1-2023,2023,0
TSHP03308,B005,B007,SKU004,103,S005,S007,OP020,2023-03-24,2023-03-25,2023-03-28,2023-03-27,DELIVERED,0,3,1,Q1-2023,2023,0
TSHP00458,B005,B006,SKU004,224,S005,S006,OP019,2022-09-21,2022-09-23,2022-09-25,2022-09-25,DELIVERED,0,9,3,Q3-2022,2022,0
TSHP00149,B024,B007,SKU004,230,S024,S007,OP072,2022-08-24,2022-08-27,2022-09-08,2022-09-12,DELAYED,4,8,3,Q3-2022,2022,1
TSHP04495,B022,B030,SKU005,248,S022,S030,OP038,2023-08-30,2023-08-31,2023-09-02,2023-09-02,DELIVERED,0,8,3,Q3-2023,2023,0
TSHP00188,B007,B011,SKU005,90,S007,S011,OP035,2022-03-25,2022-03-27,2022-03-28,2022-03-31,DELAYED,3,3,1,Q1-2022,2022,1
TSHP02304,B020,B024,SKU001,60,S020,S024,OP015,2022-01-11,2022-01-12,2022-01-14,2022-01-13,DELIVERED,0,1,1,Q1-2022,2022,0
TSHP01315,B006,B009,SKU005,57,S006,S009,OP029,2022-06-01,2022-06-02,2022-06-04,2022-06-03,DELIVERED,0,6,2,Q2-2022,2022,0
TSHP06103,B024,B022,SKU004,154,S024,S022,OP022,2024-06-26,2024-06-27,2024-06-29,2024-06-28,DELIVERED,0,6,2,Q2-2024,2024,0
TSHP00667,B024,B021,SKU004,143,S024,S021,OP021,2022-12-16,2022-12-19,2022-12-21,2022-12-22,DELAYED,1,12,4,Q4-2022,2022,1
TSHP02936,B006,B009,SKU004,137,S006,S009,OP029,2023-02-10,2023-02-13,2023-02-15,2023-02-14,DELIVERED,0,2,1,Q1-2023,2023,0
TSHP03617,B005,B007,SKU004,178,S005,S007,OP020,2023-04-30,2023-05-02,2023-05-05,2023-05-05,DELIVERED,0,5,2,Q2-2023,2023,0
TSHP04162,B007,B011,SKU004,97,S007,S011,OP035,2023-12-06,2023-12-08,2023-12-09,2023-12-13,DELAYED,4,12,4,Q4-2023,2023,1
TSHP01739,B007,B011,SKU004,138,S007,S011,OP035,2022-10-15,2022-10-17,2022-10-18,2022-10-25,DELAYED,7,10,4,Q4-2022,2022,1
TSHP02751,B019,B020,SKU007,103,S019,S020,OP008,2023-08-23,2023-08-25,2023-08-26,2023-08-25,DELIVERED,0,8,3,Q3-2023,2023,0
TSHP02876,B020,B025,SKU001,81,S020,S025,OP016,2023-10-24,2023-10-26,2023-10-29,2023-10-29,DELIVERED,0,10,4,Q4-2023,2023,0
TSHP04638,B022,B030,SKU005,66,S022,S030,OP038,2023-08-06,2023-08-09,2023-08-11,2023-08-12,DELAYED,1,8,3,Q3-2023,2023,1
TSHP05125,B026,B029,SKU005,297,S026,S029,OP025,2024-10-18,2024-10-21,2024-10-24,2024-10-23,DELIVERED,0,10,4,Q4-2024,2024,0
TSHP05525,B021,B031,SKU004,166,S021,S031,OP037,2024-02-05,2024-02-07,2024-02-10,2024-02-10,DELIVERED,0,2,1,Q1-2024,2024,0
TSHP00803,B018,B020,SKU006,239,S018,S020,OP007,2022-06-23,2022-06-24,2022-06-26,2022-07-04,DELAYED,8,6,2,Q2-2022,2022,1
TSHP06040,B005,B006,SKU004,214,S005,S006,OP019,2024-09-17,2024-09-18,2024-09-20,2024-09-19,DELIVERED,0,9,3,Q3-2024,2024,0
TSHP06934,B022,B031,SKU004,299,S022,S031,OP039,2024-10-02,2024-10-04,2024-10-06,2024-10-15,DELAYED,9,10,4,Q4-2024,2024,1
TSHP04878,B006,B009,SKU005,279,S006,S009,OP029,2023-03-30,2023-04-02,2023-04-04,2023-04-04,DELIVERED,0,4,2,Q1-2023,2023,0
TSHP02557,B020,B025,SKU001,228,S020,S025,OP016,2023-04-06,2023-04-07,2023-04-10,2023-04-09,DELIVERED,0,4,2,Q2-2023,2023,0
TSHP02465,B015,B001,SKU006,255,S015,S001,OP001,2022-01-16,2022-01-18,2022-01-20,2022-01-20,DELIVERED,0,1,1,Q1-2022,2022,0
TSHP01347,B024,B022,SKU004,240,S024,S022,OP022,2022-05-23,2022-05-24,2022-05-26,2022-06-05,DELAYED,10,5,2,Q2-2022,2022,1
TSHP00528,B024,B021,SKU004,118,S024,S021,OP021,2022-01-29,2022-01-31,2022-02-02,2022-02-02,DELIVERED,0,1,1,Q1-2022,2022,0
TSHP06044,B021,B031,SKU004,168,S021,S031,OP037,2024-01-24,2024-01-25,2024-01-28,2024-01-27,DELIVERED,0,1,1,Q1-2024,2024,0
TSHP01622,B006,B009,SKU004,188,S006,S009,OP029,2022-01-05,2022-01-06,2022-01-08,2022-01-08,DELIVERED,0,1,1,Q1-2022,2022,0
TSHP03085,B026,B029,SKU005,246,S026,S029,OP025,2023-08-28,2023-08-30,2023-09-02,2023-09-02,DELIVERED,0,8,3,Q3-2023,2023,0
TSHP01301,B006,B008,SKU005,123,S006,S008,OP028,2022-10-05,2022-10-07,2022-10-08,2022-10-07,DELIVERED,0,10,4,Q4-2022,2022,0
TSHP02180,B007,B008,SKU004,296,S007,S008,OP032,2022-08-04,2022-08-07,2022-08-11,2022-08-11,DELIVERED,0,8,3,Q3-2022,2022,0
TSHP00131,B005,B025,SKU004,153,S005,S025,OP071,2022-07-06,2022-07-08,2022-07-18,2022-07-18,DELIVERED,0,7,3,Q3-2022,2022,0
TSHP04835,B022,B031,SKU005,297,S022,S031,OP039,2023-06-23,2023-06-26,2023-06-28,2023-07-07,DELAYED,9,6,2,Q2-2023,2023,1
TSHP00286,B007,B009,SKU005,136,S007,S009,OP033,2022-12-13,2022-12-16,2022-12-19,2022-12-18,DELIVERED,0,12,4,Q4-2022,2022,0
TSHP06046,B022,B012,SKU009,76,S022,S012,OP075,2024-03-11,2024-03-13,2024-03-22,2024-03-22,DELIVERED,0,3,1,Q1-2024,2024,0
TSHP01201,B014,B004,SKU003,182,S014,S004,OP014,2022-09-11,2022-09-13,2022-09-18,2022-09-19,DELAYED,1,9,3,Q3-2022,2022,1
TSHP02835,B022,B031,SKU004,233,S022,S031,OP039,2023-02-27,2023-02-28,2023-03-02,2023-03-11,DELAYED,9,2,1,Q1-2023,2023,1
TSHP00607,B022,B031,SKU005,74,S022,S031,OP039,2022-05-04,2022-05-05,2022-05-07,2022-05-07,DELIVERED,0,5,2,Q2-2022,2022,0
TSHP00907,B004,B020,SKU001,249,S004,S020,OP073,2022-06-11,2022-06-12,2022-06-20,2022-06-29,DELAYED,9,6,2,Q2-2022,2022,1
TSHP03766,B015,B001,SKU006,56,S015,S001,OP001,2023-08-16,2023-08-18,2023-08-20,2023-08-19,DELIVERED,0,8,3,Q3-2023,2023,0
TSHP04487,B005,B025,SKU004,238,S005,S025,OP071,2023-11-05,2023-11-06,2023-11-16,2023-11-19,DELAYED,3,11,4,Q4-2023,2023,1
TSHP03487,B021,B030,SKU004,185,S021,S030,OP036,2023-07-21,2023-07-23,2023-07-25,2023-07-24,DELIVERED,0,7,3,Q3-2023,2023,0
TSHP01968,B007,B008,SKU004,292,S007,S008,OP032,2022-11-29,2022-12-01,2022-12-05,2022-12-05,DELIVERED,0,12,4,Q4-2022,2022,0
TSHP03524,B016,B013,SKU007,238,S016,S013,OP004,2023-03-27,2023-03-28,2023-03-30,2023-03-29,DELIVERED,0,3,1,Q1-2023,2023,0
TSHP02534,B022,B031,SKU004,221,S022,S031,OP039,2023-07-07,2023-07-08,2023-07-10,2023-07-10,DELIVERED,0,7,3,Q3-2023,2023,0
TSHP02896,B002,B004,SKU002,273,S002,S004,OP010,2023-07-10,2023-07-12,2023-07-14,2023-07-13,DELIVERED,0,7,3,Q3-2023,2023,0
TSHP04352,B017,B014,SKU008,237,S017,S014,OP006,2023-05-29,2023-06-01,2023-06-05,2023-06-15,DELAYED,10,6,2,Q2-2023,2023,1
TSHP00941,B004,B026,SKU004,178,S004,S026,OP017,2022-08-25,2022-08-28,2022-08-30,2022-08-29,DELIVERED,0,8,3,Q3-2022,2022,0
TSHP03795,B003,B006,SKU003,149,S003,S006,OP074,2023-02-22,2023-02-24,2023-03-02,2023-03-05,DELAYED,3,2,1,Q1-2023,2023,1
TSHP01883,B016,B002,SKU007,231,S016,S002,OP003,2022-02-07,2022-02-10,2022-02-11,2022-02-10,DELIVERED,0,2,1,Q1-2022,2022,0
TSHP06502,B004,B020,SKU001,285,S004,S020,OP073,2024-02-23,2024-02-26,2024-03-05,2024-03-05,DELIVERED,0,2,1,Q1-2024,2024,0
TSHP00569,B020,B025,SKU001,60,S020,S025,OP016,2022-11-19,2022-11-22,2022-11-25,2022-11-25,DELIVERED,0,11,4,Q4-2022,2022,0
TSHP00025,B006,B010,SKU005,213,S006,S010,OP030,2022-08-29,2022-08-31,2022-09-02,2022-09-03,DELAYED,1,8,3,Q3-2022,2022,1
TSHP02035,B019,B020,SKU007,204,S019,S020,OP008,2022-10-06,2022-10-08,2022-10-09,2022-10-08,DELIVERED,0,10,4,Q4-2022,2022,0
TSHP04635,B015,B001,SKU006,98,S015,S001,OP001,2023-10-20,2023-10-21,2023-10-23,2023-10-22,DELIVERED,0,10,4,Q4-2023,2023,0
TSHP02470,B026,B029,SKU004,170,S026,S029,OP025,2022-11-05,2022-11-06,2022-11-09,2022-11-12,DELAYED,3,11,4,Q4-2022,2022,1
TSHP00273,B001,B004,SKU001,115,S001,S004,OP009,2022-03-17,2022-03-18,2022-03-21,2022-03-20,DELIVERED,0,3,1,Q1-2022,2022,0
TSHP00968,B026,B028,SKU005,164,S026,S028,OP024,2022-03-09,2022-03-12,2022-03-14,2022-03-23,DELAYED,9,3,1,Q1-2022,2022,1
TSHP01246,B016,B013,SKU007,220,S016,S013,OP004,2022-03-12,2022-03-14,2022-03-16,2022-03-15,DELIVERED,0,3,1,Q1-2022,2022,0
TSHP00669,B022,B031,SKU004,178,S022,S031,OP039,2022-09-12,2022-09-14,2022-09-16,2022-09-18,DELAYED,2,9,3,Q3-2022,2022,1
TSHP00598,B020,B024,SKU001,141,S020,S024,OP015,2022-08-18,2022-08-21,2022-08-23,2022-08-22,DELIVERED,0,8,3,Q3-2022,2022,0
TSHP05052,B017,B003,SKU008,267,S017,S003,OP005,2024-10-03,2024-10-04,2024-10-05,2024-10-04,DELIVERED,0,10,4,Q4-2024,2024,0
TSHP01901,B022,B031,SKU004,199,S022,S031,OP039,2022-08-29,2022-09-01,2022-09-03,2022-09-02,DELIVERED,0,9,3,Q3-2022,2022,0
TSHP03583,B027,B029,SKU004,180,S027,S029,OP027,2023-10-01,2023-10-02,2023-10-03,2023-10-08,DELAYED,5,10,4,Q4-2023,2023,1
TSHP04242,B026,B028,SKU005,291,S026,S028,OP024,2023-07-05,2023-07-08,2023-07-10,2023-07-09,DELIVERED,0,7,3,Q3-2023,2023,0
TSHP00597,B003,B006,SKU003,63,S003,S006,OP074,2022-09-06,2022-09-07,2022-09-13,2022-09-14,DELAYED,1,9,3,Q3-2022,2022,1
TSHP04164,B022,B031,SKU005,101,S022,S031,OP039,2023-07-25,2023-07-28,2023-07-30,2023-07-31,DELAYED,1,7,3,Q3-2023,2023,1
TSHP05093,B006,B008,SKU004,242,S006,S008,OP028,2024-09-13,2024-09-14,2024-09-15,2024-09-14,DELIVERED,0,9,3,Q3-2024,2024,0
TSHP00435,B006,B011,SKU005,265,S006,S011,OP031,2022-06-19,2022-06-20,2022-06-23,2022-06-23,DELIVERED,0,6,2,Q2-2022,2022,0
TSHP04763,B005,B006,SKU004,265,S005,S006,OP019,2023-07-23,2023-07-24,2023-07-26,2023-07-25,DELIVERED,0,7,3,Q3-2023,2023,0
TSHP07151,B018,B020,SKU006,203,S018,S020,OP007,2024-10-26,2024-10-28,2024-10-30,2024-10-29,DELIVERED,0,10,4,Q4-2024,2024,0
TSHP02354,B025,B023,SKU004,108,S025,S023,OP023,2022-10-13,2022-10-16,2022-10-19,2022-10-18,DELIVERED,0,10,4,Q4-2022,2022,0
TSHP01590,B027,B029,SKU005,291,S027,S029,OP027,2022-11-25,2022-11-27,2022-11-28,2022-11-28,DELIVERED,0,11,4,Q4-2022,2022,0
TSHP04897,B022,B031,SKU005,187,S022,S031,OP039,2023-09-25,2023-09-27,2023-09-29,2023-10-09,DELAYED,10,9,3,Q3-2023,2023,1
TSHP01750,B005,B006,SKU004,141,S005,S006,OP019,2022-11-24,2022-11-26,2022-11-28,2022-11-27,DELIVERED,0,11,4,Q4-2022,2022,0
TSHP00256,B006,B009,SKU005,265,S006,S009,OP029,2022-04-22,2022-04-23,2022-04-25,2022-04-25,DELIVERED,0,4,2,Q2-2022,2022,0
TSHP04158,B004,B006,SKU004,89,S004,S006,OP070,2023-09-01,2023-09-03,2023-09-10,2023-09-19,DELAYED,9,9,3,Q3-2023,2023,1
TSHP03789,B027,B029,SKU004,71,S027,S029,OP027,2023-11-12,2023-11-13,2023-11-14,2023-11-14,DELIVERED,0,11,4,Q4-2023,2023,0
TSHP04025,B026,B029,SKU004,283,S026,S029,OP025,2023-01-22,2023-01-24,2023-01-27,2023-01-27,DELIVERED,0,1,1,Q1-2023,2023,0
TSHP01796,B006,B011,SKU005,56,S006,S011,OP031,2022-11-27,2022-11-30,2022-12-03,2022-12-10,DELAYED,7,11,4,Q4-2022,2022,1
TSHP01784,B013,B004,SKU002,197,S013,S004,OP013,2022-06-16,2022-06-18,2022-06-21,2022-06-21,DELIVERED,0,6,2,Q2-2022,2022,0
TSHP06340,B006,B010,SKU004,187,S006,S010,OP030,2024-05-01,2024-05-02,2024-05-04,2024-05-03,DELIVERED,0,5,2,Q2-2024,2024,0
TSHP03942,B027,B029,SKU005,236,S027,S029,OP027,2023-10-15,2023-10-17,2023-10-18,2023-10-27,DELAYED,9,10,4,Q4-2023,2023,1
TSHP01074,B013,B004,SKU002,261,S013,S004,OP013,2022-06-14,2022-06-15,2022-06-18,2022-06-18,DELIVERED,0,6,2,Q2-2022,2022,0
TSHP01951,B015,B001,SKU006,127,S015,S001,OP001,2022-06-29,2022-07-02,2022-07-04,2022-07-03,DELIVERED,0,7,3,Q2-2022,2022,0
TSHP03696,B015,B001,SKU006,61,S015,S001,OP001,2023-05-23,2023-05-25,2023-05-27,2023-05-27,DELIVERED,0,5,2,Q2-2023,2023,0
TSHP01630,B006,B010,SKU005,278,S006,S010,OP030,2022-01-14,2022-01-15,2022-01-17,2022-01-18,DELAYED,1,1,1,Q1-2022,2022,1
TSHP05173,B015,B012,SKU006,280,S015,S012,OP002,2024-12-01,2024-12-04,2024-12-07,2024-12-07,DELIVERED,0,12,4,Q4-2024,2024,0
TSHP07111,B024,B021,SKU004,142,S024,S021,OP021,2024-11-12,2024-11-15,2024-11-17,2024-11-16,DELIVERED,0,11,4,Q4-2024,2024,0
TSHP06314,B006,B011,SKU005,128,S006,S011,OP031,2024-08-06,2024-08-09,2024-08-12,2024-08-12,DELIVERED,0,8,3,Q3-2024,2024,0
TSHP02329,B017,B003,SKU008,66,S017,S003,OP005,2022-10-15,2022-10-16,2022-10-17,2022-10-17,DELIVERED,0,10,4,Q4-2022,2022,0
TSHP01711,B007,B009,SKU004,175,S007,S009,OP033,2022-11-26,2022-11-28,2022-12-01,2022-11-30,DELIVERED,0,11,4,Q4-2022,2022,0
TSHP01176,B002,B004,SKU002,285,S002,S004,OP010,2022-03-12,2022-03-13,2022-03-15,2022-03-15,DELIVERED,0,3,1,Q1-2022,2022,0
TSHP05567,B006,B011,SKU005,245,S006,S011,OP031,2024-10-30,2024-10-31,2024-11-03,2024-11-13,DELAYED,10,10,4,Q4-2024,2024,1
TSHP02991,B027,B029,SKU005,168,S027,S029,OP027,2023-09-14,2023-09-17,2023-09-18,2023-09-17,DELIVERED,0,9,3,Q3-2023,2023,0
TSHP05083,B013,B004,SKU002,272,S013,S004,OP013,2024-11-25,2024-11-28,2024-12-01,2024-11-30,DELIVERED,0,11,4,Q4-2024,2024,0
TSHP04927,B021,B030,SKU005,229,S021,S030,OP036,2023-12-04,2023-12-07,2023-12-09,2023-12-08,DELIVERED,0,12,4,Q4-2023,2023,0
TSHP04690,B023,B030,SKU005,156,S023,S030,OP040,2023-10-14,2023-10-15,2023-10-18,2023-10-27,DELAYED,9,10,4,Q4-2023,2023,1
TSHP01384,B013,B004,SKU002,146,S013,S004,OP013,2022-07-23,2022-07-25,2022-07-28,2022-07-28,DELIVERED,0,7,3,Q3-2022,2022,0
TSHP03735,B007,B011,SKU004,182,S007,S011,OP035,2023-11-28,2023-11-29,2023-11-30,2023-12-04,DELAYED,4,11,4,Q4-2023,2023,1
TSHP04813,B019,B020,SKU007,190,S019,S020,OP008,2023-10-29,2023-10-30,2023-10-31,2023-10-31,DELIVERED,0,10,4,Q4-2023,2023,0
TSHP07133,B026,B028,SKU004,162,S026,S028,OP024,2024-08-10,2024-08-12,2024-08-14,2024-08-13,DELIVERED,0,8,3,Q3-2024,2024,0
TSHP01145,B020,B025,SKU001,91,S020,S025,OP016,2022-09-06,2022-09-09,2022-09-12,2022-09-11,DELIVERED,0,9,3,Q3-2022,2022,0
TSHP04421,B004,B027,SKU004,211,S004,S027,OP018,2023-07-15,2023-07-18,2023-07-21,2023-07-21,DELIVERED,0,7,3,Q3-2023,2023,0
TSHP04219,B023,B030,SKU004,115,S023,S030,OP040,2023-11-03,2023-11-06,2023-11-09,2023-11-08,DELIVERED,0,11,4,Q4-2023,2023,0
TSHP03229,B024,B022,SKU004,174,S024,S022,OP022,2023-05-25,2023-05-28,2023-05-30,2023-05-30,DELIVERED,0,5,2,Q2-2023,2023,0
TSHP06200,B023,B030,SKU004,232,S023,S030,OP040,2024-02-25,2024-02-26,2024-02-29,2024-02-28,DELIVERED,0,2,1,Q1-2024,2024,0
TSHP01039,B006,B009,SKU004,83,S006,S009,OP029,2022-04-08,2022-04-10,2022-04-12,2022-04-12,DELIVERED,0,4,2,Q2-2022,2022,0
TSHP00118,B005,B006,SKU004,211,S005,S006,OP019,2022-06-22,2022-06-23,2022-06-25,2022-07-05,DELAYED,10,6,2,Q2-2022,2022,1
TSHP01408,B023,B030,SKU004,142,S023,S030,OP040,2022-11-29,2022-11-30,2022-12-03,2022-12-03,DELIVERED,0,11,4,Q4-2022,2022,0
TSHP05438,B024,B022,SKU004,235,S024,S022,OP022,2024-04-20,2024-04-21,2024-04-23,2024-04-24,DELAYED,1,4,2,Q2-2024,2024,1
TSHP01266,B005,B007,SKU004,290,S005,S007,OP020,2022-12-05,2022-12-07,2022-12-10,2022-12-19,DELAYED,9,12,4,Q4-2022,2022,1
TSHP00944,B004,B027,SKU004,290,S004,S027,OP018,2022-05-11,2022-05-12,2022-05-15,2022-05-14,DELIVERED,0,5,2,Q2-2022,2022,0
TSHP03299,B015,B012,SKU006,154,S015,S012,OP002,2023-06-08,2023-06-09,2023-06-12,2023-06-12,DELIVERED,0,6,2,Q2-2023,2023,0
TSHP00132,B015,B001,SKU006,287,S015,S001,OP001,2022-09-22,2022-09-25,2022-09-27,2022-09-26,DELIVERED,0,9,3,Q3-2022,2022,0
TSHP02605,B006,B009,SKU004,271,S006,S009,OP029,2023-10-11,2023-10-13,2023-10-15,2023-10-15,DELIVERED,0,10,4,Q4-2023,2023,0
TSHP01334,B007,B008,SKU004,71,S007,S008,OP032,2022-09-07,2022-09-10,2022-09-14,2022-09-19,DELAYED,5,9,3,Q3-2022,2022,1
TSHP02296,B012,B004,SKU001,195,S012,S004,OP012,2022-05-29,2022-05-30,2022-06-03,2022-06-11,DELAYED,8,5,2,Q2-2022,2022,1
TSHP02894,B006,B011,SKU005,252,S006,S011,OP031,2023-11-24,2023-11-25,2023-11-28,2023-11-28,DELIVERED,0,11,4,Q4-2023,2023,0
TSHP01243,B027,B029,SKU004,198,S027,S029,OP027,2022-12-04,2022-12-06,2022-12-07,2022-12-07,DELIVERED,0,12,4,Q4-2022,2022,0
TSHP01659,B013,B004,SKU002,67,S013,S004,OP013,2022-02-25,2022-02-27,2022-03-02,2022-03-02,DELIVERED,0,2,1,Q1-2022,2022,0
TSHP04269,B024,B007,SKU004,89,S024,S007,OP072,2023-09-26,2023-09-27,2023-10-09,2023-10-12,DELAYED,3,9,3,Q3-2023,2023,1
TSHP03022,B006,B009,SKU005,144,S006,S009,OP029,2023-11-15,2023-11-16,2023-11-18,2023-11-20,DELAYED,2,11,4,Q4-2023,2023,1
TSHP03888,B027,B028,SKU005,148,S027,S028,OP026,2023-06-02,2023-06-04,2023-06-06,2023-06-06,DELIVERED,0,6,2,Q2-2023,2023,0
TSHP07364,B004,B027,SKU004,61,S004,S027,OP018,2024-12-11,2024-12-12,2024-12-15,2024-12-14,DELIVERED,0,12,4,Q4-2024,2024,0
TSHP04465,B006,B009,SKU005,188,S006,S009,OP029,2023-12-05,2023-12-08,2023-12-10,2023-12-18,DELAYED,8,12,4,Q4-2023,2023,1
